sample_idx,char_idx,obj_idx,query_pair,is_unknown,state_idx,target_state,queried_character,queried_object,question,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,cluster
32,0,0,0,0,0,water,Eve,cup,What does Eve believe the cup contains?,0.14116067,-3.61309,-1.8343846,-0.5037124,1.30873,1.1149192,0.3291059,-0.7026299,0.45106512,0.98886997,1
33,0,1,1,1,-1,unknown,Ian,jug,What does Ian believe the jug contains?,-0.019394381,-0.7796339,2.1475277,-0.21107514,-0.9281713,-0.38669246,-0.2736519,0.35945106,2.1099174,-0.6356971,1
34,1,0,2,1,-1,unknown,Jean,can,What does Jean believe the can contains?,-1.545686,-2.3077168,0.9197397,-0.122476585,-1.7150439,1.5292523,1.1946164,-1.8694661,-0.5792005,-0.31677186,1
35,0,1,1,1,-1,unknown,Megan,cup,What does Megan believe the cup contains?,0.24759576,0.028145,1.6109645,-1.9583566,0.26151416,-2.9067461,-3.2660186,-0.49415907,-0.052152313,-0.27236488,1
36,0,0,0,0,0,monster,Pam,drum,What does Pam believe the drum contains?,-6.5527916,-2.5642807,-5.295914,-6.9297323,0.7243826,-2.802075,6.624978,2.1871324,1.0609219,1.5541975,1
37,1,0,2,1,-1,unknown,Donna,tote,What does Donna believe the tote contains?,0.8643679,-0.51445794,2.0919163,-0.14722826,-1.4677776,0.10032521,1.9829582,0.27401203,-0.3209399,1.4302223,1
38,0,1,1,1,-1,unknown,Mark,tote,What does Mark believe the tote contains?,0.07870872,-1.0192114,2.4944632,-0.9647796,-0.8851623,-1.298253,-1.600926,0.8873249,2.2868476,0.41233996,1
39,0,1,1,1,-1,unknown,Mary,vat,What does Mary believe the vat contains?,2.4043605,1.1073728,1.2752247,-0.09649722,-2.8720546,-3.1734378,-0.75907004,-0.33181453,4.3625407,-0.6741444,1
40,1,1,3,0,1,stout,Oscar,flute,What does Oscar believe the flute contains?,1.0678608,1.4280752,3.0592172,0.46307793,1.430209,-2.5636923,-0.13576299,0.9084286,0.4542902,2.730261,1
41,0,0,0,0,0,cocoa,Olivia,mug,What does Olivia believe the mug contains?,1.5488887,1.6827608,1.5460217,-6.235402,4.6866765,7.104382,-0.5855759,-4.752598,-0.15953037,1.9749659,1
42,0,0,0,0,0,soda,Fred,vat,What does Fred believe the vat contains?,-2.906942,-1.5459943,-3.3755803,-0.5042153,0.881609,1.8081101,-3.4889717,-2.462256,-1.4782251,2.6300893,1
43,1,0,2,1,-1,unknown,Alice,pitcher,What does Alice believe the pitcher contains?,0.61848885,-0.3929544,1.0095578,-2.7601922,1.6093229,-2.5512304,-2.136146,-1.3740457,-2.3115783,-1.0346923,1
44,0,0,0,0,0,soda,Ken,flask,What does Ken believe the flask contains?,-2.8592498,-0.5446888,-4.202541,0.15751311,0.5710361,1.1639223,-3.771477,-3.537924,-0.6749335,2.7196715,1
45,0,1,1,1,-1,unknown,Will,can,What does Will believe the can contains?,-0.8100759,-1.583892,2.0947304,1.046778,-3.1228015,0.09456696,-1.8004999,0.51402456,2.7120798,1.5181156,1
46,1,0,2,1,-1,unknown,Dan,container,What does Dan believe the container contains?,-10.425979,7.710515,-2.3985882,3.7741597,1.5759354,-2.7900085,4.266119,-2.6842453,1.2759765,0.68931204,1
47,1,0,2,1,-1,unknown,Charlie,tun,What does Charlie believe the tun contains?,0.50026023,-0.25329754,1.7293766,-1.732516,0.68554014,0.22814773,2.4612465,-1.5296293,-0.68865937,-2.9968138,1
48,1,0,2,1,-1,unknown,Oscar,pitcher,What does Oscar believe the pitcher contains?,0.46249142,-0.050319873,0.8058829,-2.9877684,1.2621794,-2.411739,-2.3035998,-1.8005425,-1.4943695,-0.45120806,1
49,0,1,1,1,-1,unknown,Pete,tank,What does Pete believe the tank contains?,0.918293,-1.1821585,2.6356688,-0.5206396,-0.73057365,-1.293947,-1.5201272,0.97591245,2.3863263,0.6933221,1
50,0,0,0,0,0,milk,Cathy,flask,What does Cathy believe the flask contains?,0.9063967,-4.471568,-1.7011862,-2.6118455,2.509141,0.5328979,1.8794304,-1.8249886,-0.91628987,-1.9704312,1
51,0,0,0,0,0,espresso,Ken,quart,What does Ken believe the quart contains?,-1.1863383,0.5735681,-0.4319671,0.3743724,-0.9053277,2.2560627,-3.129753,1.1715568,-4.096092,1.2497137,1
52,1,1,3,0,1,juice,Julia,tun,What does Julia believe the tun contains?,1.6123904,-3.932816,-5.5567293,5.1849756,5.967041,1.1316665,-3.0096262,5.0490236,1.8057932,-4.953412,1
53,0,1,1,1,-1,unknown,Julia,can,What does Julia believe the can contains?,0.3514527,-0.046240106,1.7297008,-1.1533325,0.28085047,-0.56280136,-2.9372187,4.9603605,2.2885325,1.2026534,1
54,1,0,2,1,-1,unknown,Lily,bottle,What does Lily believe the bottle contains?,0.9634072,1.0269462,2.6267285,-2.4685388,2.5804703,2.204113,0.38433176,-2.6318884,1.4585916,-0.9437113,1
55,0,1,1,1,-1,unknown,Dave,horn,What does Dave believe the horn contains?,1.9683926,0.8866709,1.5391616,0.23466931,-3.413255,-2.6475084,-1.7872801,0.2015444,4.508073,-0.36006466,1
56,1,0,2,1,-1,unknown,Lisa,vat,What does Lisa believe the vat contains?,0.2497368,-0.33252114,2.518646,-0.054740954,-0.32674295,-0.72832745,0.54494166,0.017609525,-2.0089068,0.75519055,1
57,0,1,1,1,-1,unknown,Pete,drum,What does Pete believe the drum contains?,1.2132546,-1.2427046,2.5022414,-0.45512044,-1.4676467,-2.5483682,-1.1798706,0.040661577,3.0589924,0.021689119,1
58,0,1,1,1,-1,unknown,Kim,tun,What does Kim believe the tun contains?,-1.7207494,-0.067082785,1.185847,-1.9924328,0.036571443,-2.768353,-0.11455458,1.9487755,2.6707659,0.55766416,1
59,0,0,0,0,0,porter,Max,can,What does Max believe the can contains?,-2.2737122,1.5693632,-0.15556867,-5.7907057,-3.2690008,2.19833,-2.4859245,8.086755,-4.0864053,1.7298911,1
60,0,1,1,1,-1,unknown,Wayne,pint,What does Wayne believe the pint contains?,0.6134502,1.3479766,0.83988374,0.32079616,-2.5948331,0.8336073,-1.0238296,0.75341403,1.6435357,-1.0423576,1
61,1,0,2,1,-1,unknown,John,tun,What does John believe the tun contains?,-0.34547877,0.5405852,1.8616451,-1.141528,-1.1348746,0.4370507,-1.0013896,2.110354,1.7913876,-0.67196584,1
62,1,1,3,0,1,port,Phil,pitcher,What does Phil believe the pitcher contains?,0.38390556,-0.111593865,4.0171027,1.6701627,-0.8611686,-0.10870904,1.7828125,0.532049,-2.223805,0.7027548,1
63,1,1,3,0,1,espresso,Dean,container,What does Dean believe the container contains?,-0.17121434,3.209903,3.9703166,3.4013095,1.3166261,0.31031966,0.85571,0.4405306,-3.2052445,-2.281297,1
64,0,1,1,1,-1,unknown,Jeff,vat,What does Jeff believe the vat contains?,-2.283399,1.7833133,-0.25473052,3.2033896,0.8395115,-1.2187634,-3.6075025,1.5627742,3.5837176,0.86619806,1
65,0,1,1,1,-1,unknown,Keith,tote,What does Keith believe the tote contains?,2.707905,3.3023098,-0.34617147,-0.33447462,-1.6455737,0.60946167,0.7555602,0.29845694,1.8000003,0.54748464,1
66,1,0,2,1,-1,unknown,Anna,flute,What does Anna believe the flute contains?,0.9415783,-1.3680676,0.8172322,-1.523204,0.95954126,-0.08107069,2.4252868,-1.6411768,-0.25332806,-1.3933101,1
67,1,1,3,0,1,porter,Phil,drum,What does Phil believe the drum contains?,0.1148311,3.510074,4.81697,-0.6323346,-0.647918,-0.15622078,0.33885852,6.8033915,-3.6873574,2.063185,1
68,0,0,0,0,0,beer,Rose,flute,What does Rose believe the flute contains?,1.480375,-4.678155,-3.3498027,0.46184075,2.277939,-1.5109153,-0.8359324,2.2368155,-3.8258958,1.6840477,1
69,0,0,0,0,0,milk,Julia,vat,What does Julia believe the vat contains?,1.0617274,-6.305142,-2.955466,-2.8873851,2.8018568,0.092374735,0.65754247,-0.9811721,-1.0219074,-2.6928942,1
70,1,1,3,0,1,float,Rachel,vat,What does Rachel believe the vat contains?,-3.141206,0.4637703,3.5958369,1.3260852,-1.2835481,2.081463,0.15931217,-1.1626377,-2.637204,-7.5725245,1
71,0,1,1,1,-1,unknown,Rob,tun,What does Rob believe the tun contains?,0.05464765,-0.047938656,2.7213483,-1.4979986,0.20219703,-1.6667912,-3.8881803,-1.181329,1.5421327,1.3212779,1
72,0,1,1,1,-1,unknown,Tina,can,What does Tina believe the can contains?,-4.324077,3.6137073,-0.90388393,1.6210561,1.2121359,-2.5892715,-0.48993185,-0.2631141,3.4237142,3.250924,1
73,1,0,2,1,-1,unknown,Frank,flask,What does Frank believe the flask contains?,0.8565523,0.87967813,1.3243734,-0.004022567,-2.6586454,-2.3418486,0.96109354,-2.8037248,1.1897408,-5.0799766,1
74,0,0,0,0,0,porter,Rachel,bottle,What does Rachel believe the bottle contains?,-2.2662106,1.0695691,-1.2645668,-5.2336073,-2.9778924,3.2890184,-0.6021582,7.341301,-3.745928,2.2616692,1
75,0,0,0,0,0,cocoa,Phil,pint,What does Phil believe the pint contains?,1.6404088,1.7064747,1.7928578,-5.2117414,3.3885021,7.764244,-2.10815,-4.759734,0.6849791,4.092378,1
76,1,0,2,1,-1,unknown,Jean,drum,What does Jean believe the drum contains?,-0.8968997,0.038388222,1.3665631,-0.6858842,-0.27174065,1.9411579,1.2333858,1.176455,-0.76746607,-1.2593681,1
77,0,1,1,1,-1,unknown,Amy,tun,What does Amy believe the tun contains?,0.16411294,-0.21958579,2.3539252,-1.5219264,-0.12716106,-2.2016828,-3.5862641,0.6720028,2.099263,0.6339305,1
78,1,1,3,0,1,punch,Gwen,dispenser,What does Gwen believe the dispenser contains?,-0.8567946,1.398638,0.25601178,1.9774066,-1.2763566,1.2013911,0.01409103,0.94230556,1.3297454,-2.7835164,1
79,0,1,1,1,-1,unknown,Greg,flute,What does Greg believe the flute contains?,0.16497827,-0.08435492,1.4150374,-1.1797973,-1.3316654,-3.04571,-4.387357,-0.99781865,-0.05811192,0.07893423,1
80,0,1,1,1,-1,unknown,Heidi,mug,What does Heidi believe the mug contains?,0.40144244,0.049683817,2.9236722,0.36623093,0.6462411,-0.55829024,-1.6032614,1.7871689,2.3657134,1.1838661,1
81,1,1,3,0,1,coffee,Lee,horn,What does Lee believe the horn contains?,3.2510133,2.0591424,1.796239,2.3003016,4.7317853,-0.27972367,1.3299255,1.541225,-3.9679506,-1.5952471,1
82,0,1,1,1,-1,unknown,Kevin,can,What does Kevin believe the can contains?,-0.033934914,-0.10496725,2.602916,-0.079244554,-1.9893053,-2.3099537,-2.6963055,0.20637959,3.7671685,-0.44169918,1
83,0,0,0,0,0,cocktail,Jake,tank,What does Jake believe the tank contains?,-1.4161751,-0.61840206,-4.160635,-2.709822,-1.0395111,3.7892554,-1.8871427,0.81604356,0.4195604,-2.377946,1
84,0,0,0,0,0,water,Jane,bottle,What does Jane believe the bottle contains?,-0.08312303,-2.9217875,-1.9136199,-0.41265947,1.7357715,0.65309733,0.3690922,0.3392775,0.4800464,-0.29243428,1
85,1,1,3,0,1,cocoa,Lily,drum,What does Lily believe the drum contains?,3.520517,3.6376886,5.2966833,-3.6902678,6.088373,5.0219026,1.1666759,-5.445943,0.35344577,0.95977604,1
86,0,0,0,0,0,juice,Gary,tote,What does Gary believe the tote contains?,-0.40073562,-5.6829753,-8.605619,2.524788,1.8666234,4.1191125,-4.0888367,4.651575,2.0347629,-3.2780318,1
87,0,0,0,0,0,porter,John,horn,What does John believe the horn contains?,-1.9229045,1.4047563,-1.2772392,-5.7710924,-3.5623937,3.1720397,-3.528678,8.5664835,-3.694043,2.2378492,1
88,0,1,1,1,-1,unknown,Ivy,tote,What does Ivy believe the tote contains?,1.121117,-0.7799201,2.3358018,-0.5145743,0.5805152,-1.7673029,-2.280946,1.7703956,2.331108,1.5261304,1
89,1,0,2,1,-1,unknown,Tim,quart,What does Tim believe the quart contains?,-2.8731635,-0.33676097,0.6741931,-3.5202813,1.5184832,-3.0988162,4.1031313,1.3503122,0.33853444,-0.30700347,1
90,1,0,2,1,-1,unknown,Ray,glass,What does Ray believe the glass contains?,-0.38899612,-0.6341159,2.3234684,-0.23308441,-0.20087762,0.3681635,-0.8544616,0.2333321,2.04129,-0.21685497,1
91,1,1,3,0,1,bourbon,Mike,can,What does Mike believe the can contains?,1.7095561,0.8632839,0.07082786,-4.163696,0.36717469,-7.0671062,-5.7493367,-4.459574,-6.341421,-1.932314,1
92,0,1,1,1,-1,unknown,Ruth,can,What does Ruth believe the can contains?,3.4044404,-0.33085084,-0.28425765,0.48108065,-1.0121129,-0.7673655,0.17848249,0.03091632,4.3110447,2.0924547,1
93,1,1,3,0,1,ale,Chris,drum,What does Chris believe the drum contains?,1.206349,-0.8852661,4.058642,3.5638502,-4.118816,-0.50567776,3.317323,2.6560268,-5.9171553,4.3810453,1
94,1,1,3,0,1,coffee,Ryan,pitcher,What does Ryan believe the pitcher contains?,0.5912327,2.044749,1.9011703,3.987567,5.2268577,-0.85352755,1.0936377,1.0742251,-3.6830366,-1.0454814,1
95,0,0,0,0,0,bourbon,Kevin,tote,What does Kevin believe the tote contains?,-0.054957703,-1.8283163,-3.7422235,-6.9830914,-0.08814459,-4.215762,-8.146789,-4.5867267,-5.8331113,-0.2448829,1
96,1,1,3,0,1,wine,Greg,dispenser,What does Greg believe the dispenser contains?,4.4888077,-3.1284232,-0.7134855,4.3970923,1.1724395,-1.861505,1.7401745,-4.4698334,0.6728264,1.0524857,1
97,1,0,2,1,-1,unknown,Steve,jar,What does Steve believe the jar contains?,-1.2125198,-2.5511775,0.3130956,1.1166519,-2.6857116,2.3699155,2.9791148,-4.054016,-1.2949753,-0.3273614,1
98,1,1,3,0,1,bourbon,Mary,quart,What does Mary believe the quart contains?,1.5946726,1.1645728,-1.5228541,-3.232001,2.1929805,-8.107926,-5.1625595,-4.882594,-5.663867,-1.7342128,1
99,1,1,3,0,1,cocoa,Eve,quart,What does Eve believe the quart contains?,2.8506272,3.271735,4.347565,-3.7487977,5.721334,5.4470625,-0.9358613,-3.537791,0.7764656,2.404823,1
100,0,0,0,0,0,champagne,Linda,glass,What does Linda believe the glass contains?,10.0453825,8.256808,-8.617938,-2.2490885,-4.5106015,2.581285,2.331994,0.9402078,-1.041229,0.4253526,0
101,1,0,2,1,-1,unknown,Quinn,dispenser,What does Quinn believe the dispenser contains?,-1.1657337,0.35967627,1.2139574,-3.2956464,0.5713912,-0.2741514,1.3684536,2.1252532,0.5462143,-0.49630952,1
102,0,0,0,0,0,juice,Megan,bottle,What does Megan believe the bottle contains?,0.04596681,-4.2889204,-6.836492,4.1391754,3.0581663,2.7895758,-3.000555,4.9912047,1.1096897,-5.100394,1
103,0,1,1,1,-1,unknown,Liz,tank,What does Liz believe the tank contains?,-0.07508892,-0.42986798,2.3466988,-0.6073346,-1.8419192,0.54675776,-0.76981467,2.2966785,0.47812417,1.8020949,1
104,1,0,2,1,-1,unknown,Beth,drum,What does Beth believe the drum contains?,-4.7389503,4.171252,-0.88585514,2.3209364,1.6029179,-0.66224724,-0.8495443,-2.6371605,0.7288165,0.3492547,1
105,1,0,2,1,-1,unknown,Linda,dispenser,What does Linda believe the dispenser contains?,-0.113264166,-0.25786778,0.83015335,-0.5542044,1.3457402,2.3210266,2.8609664,-0.86713845,-0.97780025,-1.874211,1
106,1,0,2,1,-1,unknown,Matt,cup,What does Matt believe the cup contains?,-1.6154857,0.29749483,2.0346417,-0.003174303,-0.44904816,-0.6281898,-2.0239525,-1.1837859,1.6410137,1.0060697,1
107,1,1,3,0,1,wine,Neil,tun,What does Neil believe the tun contains?,4.822004,-3.4878109,-0.7789276,4.4506645,1.0939757,-0.49148265,2.2739325,-3.293471,2.3645172,1.6558095,1
108,0,0,0,0,0,rum,Jeff,drum,What does Jeff believe the drum contains?,-3.3507028,-7.4292107,-1.8095099,1.5797495,-8.621596,4.683967,1.1564121,-3.6606362,-2.7302296,1.3782214,1
109,0,0,0,0,0,gin,Joe,container,What does Joe believe the container contains?,0.21161081,-2.6092405,-1.5907887,-0.36556146,-8.261416,-2.8903832,-1.4687868,-2.6440668,3.581485,-5.6429014,1
110,1,1,3,0,1,water,Mike,mug,What does Mike believe the mug contains?,0.6058771,-0.9339502,1.8943074,1.2517173,1.7075155,-1.8559666,1.0190516,-0.38683483,-0.8288985,0.52495056,1
111,1,1,3,0,1,wine,Sam,flask,What does Sam believe the flask contains?,6.5249543,-4.56205,-2.5421782,4.868618,2.3287718,-1.4175504,1.1967412,-2.9775002,1.9902205,3.8672044,1
112,0,1,1,1,-1,unknown,Laura,bottle,What does Laura believe the bottle contains?,0.8929458,0.11379087,2.4687572,0.49206996,-1.1919825,-2.1531396,-0.05433966,-0.35208997,3.781589,-1.418628,1
113,0,0,0,0,0,gin,Pete,bottle,What does Pete believe the bottle contains?,0.86910945,-3.1636145,-2.4747381,-1.0536199,-9.139316,-3.5227585,-1.7593085,-3.568124,3.2701244,-4.1967278,1
114,1,0,2,1,-1,unknown,Steve,flask,What does Steve believe the flask contains?,-0.45610255,0.48938453,1.3418871,-1.6227013,-1.2778275,0.7295352,-0.48359853,1.1962546,-0.73325706,0.51712763,1
115,1,1,3,0,1,monster,Kyle,horn,What does Kyle believe the horn contains?,-5.9303355,0.92345256,-2.2123585,-3.355088,2.7632773,-6.672101,7.437051,0.96310455,0.6923314,-0.6468345,1
116,1,0,2,1,-1,unknown,Sam,cup,What does Sam believe the cup contains?,2.8466597,2.907723,0.41681436,-0.19999053,-1.6542032,0.29829532,-0.44169596,0.624436,1.8014712,-0.13476,1
117,1,0,2,1,-1,unknown,Sean,drum,What does Sean believe the drum contains?,-0.22821702,0.26391435,1.6025691,0.06741161,-0.49081275,0.5273472,1.0144123,-1.2671136,-0.81676537,-0.18988748,1
118,1,1,3,0,1,stout,Jane,dispenser,What does Jane believe the dispenser contains?,-0.11769078,1.6192628,3.5064926,0.52657455,2.2608097,-2.9679925,0.9509305,2.9526849,1.2989714,0.21187434,1
119,1,1,3,0,1,sprite,Bill,dispenser,What does Bill believe the dispenser contains?,-8.531013,8.054741,-2.5511124,7.4580736,1.9959606,-1.2535847,0.59221274,-3.2254245,-0.26738194,1.1444781,1
120,1,1,3,0,1,espresso,James,pitcher,What does James believe the pitcher contains?,2.4419682,3.476036,2.1885145,2.7237415,1.1376196,-1.2730273,-2.1123104,2.9211297,-4.050216,0.33734423,1
121,1,1,3,0,1,tea,Rose,cup,What does Rose believe the cup contains?,1.6853993,-1.7369831,0.39400172,2.1891434,4.193067,-0.005987312,2.6499178,1.2792923,-2.540686,0.41430822,1
122,1,1,3,0,1,ale,Pete,vat,What does Pete believe the vat contains?,0.99994355,-1.7972659,5.118189,4.923832,-3.8346434,-1.5509547,3.1503916,3.1253858,-5.222926,4.009283,1
123,1,0,2,1,-1,unknown,Megan,vat,What does Megan believe the vat contains?,-2.185843,1.2746522,1.4981563,-0.3544234,-1.2817736,0.34328791,-0.9374558,0.060160864,-0.10247023,-2.2140331,1
124,1,0,2,1,-1,unknown,Gwen,tank,What does Gwen believe the tank contains?,-1.1714863,-2.5368528,0.56145597,0.27746013,-3.5919976,2.764583,2.738686,-3.3548486,-0.8440747,-0.36317164,1
125,1,0,2,1,-1,unknown,Matt,tote,What does Matt believe the tote contains?,-1.2462906,0.9875894,1.6294974,-2.439996,-1.0564696,1.8783731,-0.5993968,4.569203,-1.3801383,-1.2087188,1
126,0,0,0,0,0,beer,Eve,mug,What does Eve believe the mug contains?,1.4876783,-4.740542,-2.9493542,-0.16079515,2.3684437,-0.75048286,-0.57778883,1.8368411,-3.4811687,0.9711316,1
127,1,1,3,0,1,gin,Ben,vat,What does Ben believe the vat contains?,2.1021574,0.027943294,1.7020851,1.2029535,-6.6330914,-6.049985,0.52943325,-3.0614898,2.0164306,-5.481083,1
128,0,0,0,0,0,soda,Lily,urn,What does Lily believe the urn contains?,-1.9776825,-1.7936486,-4.011215,-1.127364,2.1901588,2.5829992,-3.134741,-2.349221,0.14723048,2.2441678,1
129,0,1,1,1,-1,unknown,Donna,pint,What does Donna believe the pint contains?,-5.691344,0.19490774,-3.2343464,-5.5028105,-0.020643458,-4.144968,7.5928793,0.83919924,1.5574353,-1.32218,1
130,0,1,1,1,-1,unknown,Greg,container,What does Greg believe the container contains?,-3.7697237,0.7049874,2.2186348,5.95907,-6.1926923,1.4699415,3.653384,1.1200148,-4.7584023,3.469467,1
131,1,1,3,0,1,punch,Jack,pint,What does Jack believe the pint contains?,-0.72077775,-0.20441943,0.33071262,0.7087354,-0.47527453,0.49796405,-1.8522089,1.2017968,0.78096247,-1.7611516,1
132,1,0,2,1,-1,unknown,Laura,bottle,What does Laura believe the bottle contains?,0.41366163,0.6258874,1.00136,-1.2186054,-0.8081661,0.46074086,0.26421675,0.041693226,1.7121345,-1.0591174,1
133,0,1,1,1,-1,unknown,Olivia,horn,What does Olivia believe the horn contains?,0.9039858,-0.48415628,3.0622432,0.7827241,-1.6403816,-1.1265862,-0.7395513,2.3449523,1.9215592,2.557169,1
