sample_idx,char_idx,obj_idx,query_pair,is_unknown,state_idx,target_state,queried_character,queried_object,question,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,cluster
126,0,0,0,0,0,beer,Eve,mug,What does Eve believe the mug contains?,8.332239,0.82836086,-5.389555,-0.86592144,3.2725983,3.7891974,0.30297604,-2.9875796,1.9385396,-0.07129103,1
127,1,1,3,0,1,gin,Ben,vat,What does Ben believe the vat contains?,9.125815,-0.661485,-2.01565,0.36634833,-0.070936635,-3.5704885,4.5572515,-2.2675235,-4.589469,2.9445884,1
128,0,0,0,0,0,soda,Lily,urn,What does Lily believe the urn contains?,8.68641,-5.439891,2.3596153,0.8047174,4.199611,1.9430615,-2.9195025,-2.761514,2.0542963,-2.3512948,1
129,0,1,1,1,-1,unknown,Donna,pint,What does Donna believe the pint contains?,5.4165273,1.7648356,5.282594,2.5601275,0.66555125,-3.519385,1.404527,1.0966102,1.1163069,-4.1550026,1
130,0,1,1,1,-1,unknown,Greg,container,What does Greg believe the container contains?,3.8502135,5.3013597,5.991849,2.9051518,5.8262906,-4.8472104,4.2560835,0.15529387,1.8728244,4.309525,1
131,1,1,3,0,1,punch,Jack,pint,What does Jack believe the pint contains?,7.4501457,-4.6805243,1.7072852,-0.9654281,-0.92570186,-0.0036619601,-2.288094,0.101264566,0.31108797,-0.1613913,1
132,1,0,2,1,-1,unknown,Laura,bottle,What does Laura believe the bottle contains?,-8.725026,2.3109353,0.05508481,0.61258405,-0.4194912,0.6941028,-0.87384874,0.8482753,-0.91094035,-0.65486854,0
133,0,1,1,1,-1,unknown,Olivia,horn,What does Olivia believe the horn contains?,-10.814428,-3.3643343,0.17437857,0.33491758,2.0134907,0.04694459,0.63977915,0.95425653,0.48149905,-0.23057054,0
134,1,0,2,1,-1,unknown,Cathy,vat,What does Cathy believe the vat contains?,-8.266991,2.5786319,-1.8260692,1.2132741,-1.317814,3.2487338,-0.29584295,1.3962241,-1.0280436,-0.76151013,0
135,0,0,0,0,0,espresso,Doug,jar,What does Doug believe the jar contains?,8.255862,0.27473405,-0.4305115,5.1635847,0.30470183,0.23332258,1.2550948,1.7076913,1.8281437,3.4250736,1
136,1,0,2,1,-1,unknown,Sara,can,What does Sara believe the can contains?,-7.91015,1.9773518,0.81232035,0.4161601,-2.3955846,-1.1662507,-2.1022005,0.5405723,-0.62576336,-0.96692324,0
137,1,0,2,1,-1,unknown,Jim,tank,What does Jim believe the tank contains?,-8.032563,3.2812269,-1.4558368,1.3670067,-1.4285827,1.6710895,0.6093574,1.1636101,-0.1879988,0.6485347,0
138,1,0,2,1,-1,unknown,Donna,bottle,What does Donna believe the bottle contains?,-7.628281,4.73749,-2.5365229,-1.855358,-0.5169431,-0.18247662,-1.4197627,1.6413158,0.05754453,-1.0336534,0
139,1,0,2,1,-1,unknown,Charlie,glass,What does Charlie believe the glass contains?,-9.787325,0.4310204,-1.1513251,1.4915953,-1.0291126,2.1815302,-1.1158267,0.5323062,0.4704804,0.49504772,0
140,0,0,0,0,0,cocktail,Carl,cup,What does Carl believe the cup contains?,9.238517,-0.4088146,0.86089396,2.5669198,0.19872949,1.4606417,-1.991527,2.8816788,0.39878443,-0.3449597,1
141,1,0,2,1,-1,unknown,Ian,drum,What does Ian believe the drum contains?,-7.2321153,4.457538,-1.059093,0.6557439,-1.3573514,0.15209897,-1.4904188,-0.09896058,-0.76646876,0.4420634,0
142,1,1,3,0,1,stout,Bill,bottle,What does Bill believe the bottle contains?,8.61217,-0.16376683,0.0238868,-1.9763163,-5.3436017,-0.4532705,7.351622,0.15212458,4.613238,-2.3690238,1
143,0,0,0,0,0,rum,Linda,jar,What does Linda believe the jar contains?,9.514155,-2.4977994,-0.63929075,1.7169183,1.9753689,-1.6369035,-1.7828933,-3.4630609,-3.884802,-4.2763085,1
144,1,1,3,0,1,espresso,Kim,flask,What does Kim believe the flask contains?,7.1945133,-1.952667,1.5643678,0.75264806,-0.3155679,5.370676,0.4076613,1.5881817,-1.10223,2.442329,1
145,1,1,3,0,1,wine,Anna,dispenser,What does Anna believe the dispenser contains?,7.7407017,1.6699142,-1.7185576,-7.8350406,2.942427,-2.3971856,-3.421696,4.814828,-0.9044355,-1.7332449,1
146,1,0,2,1,-1,unknown,Rick,flask,What does Rick believe the flask contains?,-9.07812,3.2741048,-0.35992882,0.61516434,-0.8440558,-0.48263454,-0.61616707,-0.20836744,-0.07796898,1.0598904,0
147,0,1,1,1,-1,unknown,Mark,tote,What does Mark believe the tote contains?,-9.291244,-2.1176016,1.1182475,-0.13048886,0.5159017,-1.3025647,1.2147689,-0.8106874,-0.64542794,-0.9149782,0
148,0,0,0,0,0,gin,Dave,jug,What does Dave believe the jug contains?,9.640985,1.5622509,-5.5816264,5.1194377,1.268942,-5.6400657,2.395622,-2.8639028,-1.964004,2.2963243,1
149,1,0,2,1,-1,unknown,Lisa,cup,What does Lisa believe the cup contains?,-7.0648227,7.3405075,0.46679008,0.5506112,-1.426405,1.3815693,-1.1760848,0.20529747,-2.2195935,-1.2524691,0
150,0,1,1,1,-1,unknown,Bob,tun,What does Bob believe the tun contains?,-10.351464,-2.9301355,-0.22803815,-0.6602022,0.55459154,0.44215122,1.0100169,0.18206215,0.005434337,1.3530815,0
151,1,1,3,0,1,sprite,Henry,pitcher,What does Henry believe the pitcher contains?,7.4253,-2.55279,4.7590384,-0.039623957,-3.0998094,0.9222554,0.53613454,-0.70841944,1.0922742,1.7828429,1
152,1,1,3,0,1,wine,Pete,mug,What does Pete believe the mug contains?,8.940824,1.4167863,-5.7142844,-7.9661245,1.0578992,-4.9781203,-3.0940669,3.3901527,1.4101975,-1.2660773,1
153,0,1,1,1,-1,unknown,Bob,jar,What does Bob believe the jar contains?,-10.132067,-3.58358,-1.4423724,-0.030403135,1.509854,-0.77850926,1.2009534,-0.2503768,-0.59673464,-0.1135574,0
154,1,0,2,1,-1,unknown,Jim,can,What does Jim believe the can contains?,-9.106284,2.6487815,-0.07728075,1.054014,-1.0964054,-0.44113314,-0.4081754,0.6421508,-0.41622972,0.04690003,0
155,1,0,2,1,-1,unknown,Sean,dispenser,What does Sean believe the dispenser contains?,-8.466006,0.07064071,0.06334111,1.4779288,-2.240781,-1.6398863,-1.0361485,-0.009041468,-0.07777374,1.0811208,0
156,1,0,2,1,-1,unknown,Donna,container,What does Donna believe the container contains?,-2.0667331,2.4155998,4.832534,-2.859342,1.428257,-2.020884,1.7605906,-0.20548259,-1.0807598,-0.53209656,0
157,0,0,0,0,0,sprite,Rachel,cup,What does Rachel believe the cup contains?,8.653655,-2.0211844,2.50407,2.7626631,0.77199006,1.4270456,-2.0403044,-2.8369677,2.9929645,-1.5687063,1
158,1,0,2,1,-1,unknown,Rachel,horn,What does Rachel believe the horn contains?,-8.693906,1.7030901,-0.12455876,0.8528443,-0.6706985,1.0438135,-1.2306461,1.2109723,-0.931292,-0.5799627,0
159,1,0,2,1,-1,unknown,Sue,glass,What does Sue believe the glass contains?,-7.443676,3.6457162,0.9826129,0.08245188,-2.973633,-0.9954901,-2.0162728,0.17767376,-0.5244369,-1.0379721,0
160,1,0,2,1,-1,unknown,Peter,jug,What does Peter believe the jug contains?,-8.724408,2.3071241,-0.70815456,0.95683426,-0.46452004,0.4778764,-0.8863339,0.7715713,-0.67600924,0.7537845,0
161,1,0,2,1,-1,unknown,Peter,tank,What does Peter believe the tank contains?,-5.764789,1.9310232,2.829544,-2.1502833,1.2451807,-0.2815499,-0.48367894,-1.9870241,0.9978298,0.6219316,0
162,0,0,0,0,0,stout,Neil,mug,What does Neil believe the mug contains?,8.785873,2.763885,-2.8149397,3.3196368,-3.2755666,-1.0274087,3.818406,-1.3624995,6.2170143,-2.5666168,1
163,0,0,0,0,0,port,Sara,bottle,What does Sara believe the bottle contains?,8.430457,1.7476039,0.31854,2.3096745,-0.94089574,-1.6227556,-1.0926178,2.4085903,-2.814284,-0.75631785,1
164,0,1,1,1,-1,unknown,Heidi,pint,What does Heidi believe the pint contains?,-6.4685993,3.179371,3.4591725,-0.7254346,0.030069623,0.57785124,-1.239527,-0.53737086,1.4202774,-1.2267979,0
165,0,0,0,0,0,juice,Kate,tank,What does Kate believe the tank contains?,7.163335,0.1301911,-1.625088,2.2808518,2.8321457,1.1515926,-1.4807218,-0.38542038,-0.86569667,-1.7254527,1
166,0,1,1,1,-1,unknown,Beth,drum,What does Beth believe the drum contains?,-11.046299,-3.8077505,-1.5417758,-0.21592617,0.9275897,1.5908229,0.035771947,0.5500695,0.9529426,0.90399253,0
167,1,1,3,0,1,tea,Cathy,vat,What does Cathy believe the vat contains?,6.414941,0.9737386,3.845832,-4.663624,3.011162,4.444046,0.8971427,-2.5399125,-1.48578,0.47167957,1
168,0,0,0,0,0,beer,Chad,vat,What does Chad believe the vat contains?,8.957335,-1.0479884,-4.562521,-0.4617571,3.259248,1.9602202,0.7569469,-2.3925924,0.86362123,2.39072,1
169,0,0,0,0,0,cocoa,Nick,vat,What does Nick believe the vat contains?,8.157387,-1.0105416,-0.9434704,4.1913915,0.92794836,-0.26454028,-1.4681122,1.4329933,-2.5250957,2.3405757,1
170,1,0,2,1,-1,unknown,Rose,tun,What does Rose believe the tun contains?,-5.7000766,5.038272,3.0774443,-0.28574127,-1.3711126,-0.56461436,-0.5622594,-0.6989963,0.26218536,-1.8611413,0
171,1,1,3,0,1,soda,James,flute,What does James believe the flute contains?,8.442414,-2.6895213,0.6876805,-2.6715922,-1.432553,-0.7403972,-0.71367997,-2.5449543,1.951249,-0.1167762,1
172,1,0,2,1,-1,unknown,Sam,vat,What does Sam believe the vat contains?,-8.486185,3.0522711,-0.8881174,1.2643039,-2.5942857,0.63784957,-2.3088295,-0.12672284,-1.8084621,0.94962114,0
173,1,0,2,1,-1,unknown,Laura,glass,What does Laura believe the glass contains?,-8.977119,2.9249701,-0.05382676,0.43681493,-0.8350098,2.9678612,-1.2313404,-0.05983956,0.06776512,-0.34837508,0
174,1,1,3,0,1,beer,Kevin,horn,What does Kevin believe the horn contains?,7.5241284,-1.2183099,-1.7118632,-4.576911,0.6742054,1.3172754,2.3072162,-2.7645571,0.051423166,1.1587142,1
175,1,0,2,1,-1,unknown,Ken,can,What does Ken believe the can contains?,-7.94943,3.4207547,0.94692147,-0.18773907,-0.5960833,0.23732404,-0.55087554,-1.1638174,1.0602914,-0.26432273,0
176,0,0,0,0,0,beer,Bob,mug,What does Bob believe the mug contains?,9.395783,2.7726076,-5.8223214,-1.1105378,1.6893489,1.5441059,1.9337412,-3.2076735,3.677542,1.9562459,1
177,1,1,3,0,1,beer,Uma,pint,What does Uma believe the pint contains?,8.744597,-0.867812,-2.292991,-4.787866,1.665493,2.7346132,1.4037937,-1.1014202,0.42191216,-1.1544406,1
178,1,1,3,0,1,float,Jane,cup,What does Jane believe the cup contains?,0.92094594,2.5820272,6.3812127,-1.244502,-4.052243,0.6729893,-2.9878347,-1.7726642,-1.052291,1.9246048,1
179,1,0,2,1,-1,unknown,Max,vat,What does Max believe the vat contains?,-6.819435,3.5163283,0.7404389,0.66182655,-1.2834792,-0.042864285,-0.8094405,-1.4655428,0.64439845,-0.21460192,0
180,0,1,1,1,-1,unknown,Ivy,quart,What does Ivy believe the quart contains?,-8.139587,0.4662718,0.5010704,-1.2138168,2.787979,0.82895225,1.5729344,-1.1789145,0.81648815,0.30818883,0
181,0,1,1,1,-1,unknown,Uma,container,What does Uma believe the container contains?,2.820108,4.714936,8.126068,2.2659967,6.4522114,-3.2943668,3.278323,1.8132483,1.7735105,1.9142435,1
182,0,0,0,0,0,champagne,Josh,can,What does Josh believe the can contains?,9.187186,2.792861,-3.6957002,5.0718517,0.26268205,5.0537295,1.8536186,4.5939283,0.15675274,0.4350078,1
183,0,0,0,0,0,soda,Kate,horn,What does Kate believe the horn contains?,7.4964476,-1.7037225,1.2070082,1.2813154,3.2013621,2.2174342,-1.8235755,-1.8888081,1.362455,-3.289706,1
184,1,0,2,1,-1,unknown,Doug,jug,What does Doug believe the jug contains?,-7.646158,3.2596264,-0.4239302,0.6414329,-1.2166492,0.6865533,0.38564667,-0.10472778,0.5250745,1.6753364,0
185,0,0,0,0,0,float,Peter,pint,What does Peter believe the pint contains?,7.0935745,-2.444542,-0.63805217,2.4584408,-4.6777544,-3.5689955,-3.2117724,1.5566123,2.0587912,1.5963707,1
186,1,1,3,0,1,tea,Jane,cup,What does Jane believe the cup contains?,8.007512,-0.090472445,-0.64240706,-3.2472997,0.2554342,4.422394,-1.3829404,-2.0735765,-1.1566387,-0.50305086,1
187,1,0,2,1,-1,unknown,Tim,dispenser,What does Tim believe the dispenser contains?,-8.76761,1.5847174,-0.6222254,0.91862243,-0.49745515,0.4194492,-0.35257357,0.1562241,-1.1650195,1.1821934,0
188,1,1,3,0,1,beer,Keith,quart,What does Keith believe the quart contains?,8.544598,1.0970765,-2.5882587,-5.1912885,-0.2366159,1.3321621,2.9864914,-3.0084057,0.3491882,1.5542421,1
189,0,0,0,0,0,wine,Doug,flask,What does Doug believe the flask contains?,8.059792,1.9028555,-6.4914103,-3.3288262,3.3237953,-4.179367,-4.463622,2.3716574,2.8803072,-0.06744605,1
190,1,0,2,1,-1,unknown,Emma,jug,What does Emma believe the jug contains?,-5.422911,8.28861,-2.0948284,0.8363365,-1.5289845,-2.0411901,0.9371012,-1.7014159,-3.0658224,-0.80165297,0
191,0,1,1,1,-1,unknown,Dean,pitcher,What does Dean believe the pitcher contains?,2.5508094,5.1154184,7.242144,-0.28552204,5.1230836,-1.5219774,2.2258341,-2.3045452,2.1693568,1.1283516,1
192,0,1,1,1,-1,unknown,Frank,tun,What does Frank believe the tun contains?,-9.997329,-2.7424884,-0.7853246,-0.45787537,0.108387224,-0.06709542,0.7903772,-0.5573647,1.3891608,1.0798161,0
193,1,1,3,0,1,stout,Tim,horn,What does Tim believe the horn contains?,8.162739,-2.2726004,0.90674144,-0.72140807,-3.2687752,0.19324198,5.7271895,0.7506625,4.68797,-2.1919577,1
194,1,1,3,0,1,float,Rose,pint,What does Rose believe the pint contains?,4.897157,-2.6985614,4.737344,-1.0566163,-7.466631,-0.05629772,-4.9402165,-0.43682104,-0.15494132,3.283835,1
195,1,0,2,1,-1,unknown,Ruth,glass,What does Ruth believe the glass contains?,-8.830466,3.331659,-0.21934895,0.85908836,-1.2226752,2.3185942,0.0547981,-0.12785065,0.4835504,0.59294444,0
196,0,0,0,0,0,champagne,Adam,pint,What does Adam believe the pint contains?,8.066892,1.0127188,-5.4066386,3.991426,-0.6007976,5.4876065,2.278172,4.1402416,0.8338616,-0.6814439,1
197,0,0,0,0,0,cocktail,Doug,jug,What does Doug believe the jug contains?,8.965865,0.5991297,4.090299,2.100665,2.3276906,-0.119077526,-0.3899102,4.5934467,-0.3401848,-0.9186877,1
198,0,0,0,0,0,juice,Ivy,can,What does Ivy believe the can contains?,8.490667,3.575135,-2.7747998,3.1228294,0.898994,1.2553302,-3.3957276,-0.12150894,-0.58240694,-0.82759696,1
199,1,1,3,0,1,port,Luke,dispenser,What does Luke believe the dispenser contains?,4.6866126,-1.4494292,0.8086674,-2.316128,-3.8065884,-0.7092604,-0.053262345,1.4207137,-2.1995103,6.4876685,1
200,1,1,3,0,1,sprite,Olivia,urn,What does Olivia believe the urn contains?,8.02953,-2.9452915,7.9722605,-1.032976,-1.2091854,0.9845523,1.0049167,-0.7501201,0.9425106,-1.1912872,1
201,0,1,1,1,-1,unknown,Steve,cup,What does Steve believe the cup contains?,-8.405068,-0.51812947,1.7430631,0.5611129,-0.29438037,-0.40369862,-1.2011403,0.9474216,-0.05268366,0.60893476,0
202,0,0,0,0,0,cocktail,Nancy,cup,What does Nancy believe the cup contains?,8.734899,2.1973596,2.0276198,2.336026,0.99972177,1.7069873,-1.7633357,3.7752266,-1.030132,-1.8648187,1
203,0,1,1,1,-1,unknown,Rob,horn,What does Rob believe the horn contains?,-10.950465,-4.317612,-0.5916802,0.37057665,0.8251338,-0.30967566,0.87610734,1.2059895,-0.5207894,1.1804346,0
204,0,0,0,0,0,float,Max,jug,What does Max believe the jug contains?,7.422163,-1.1920037,0.037880264,3.4119058,-5.2960715,-3.7155724,-2.093756,0.885378,1.9333086,2.9034746,1
205,0,0,0,0,0,monster,Tina,pint,What does Tina believe the pint contains?,6.8815923,-1.7549655,-0.9894698,3.2551646,-2.9519446,-1.4792682,-1.7990782,0.75864315,1.4595865,-7.345405,1
206,0,1,1,1,-1,unknown,Chris,container,What does Chris believe the container contains?,4.0586233,0.1136622,4.885467,4.624716,-0.9277578,-3.9725745,-1.4092232,1.8585858,2.3873415,0.16239713,1
207,0,1,1,1,-1,unknown,Peter,tun,What does Peter believe the tun contains?,-11.062612,-5.5607405,-1.0360942,0.6660013,1.6151476,0.1471967,0.8563646,1.2555679,0.8616096,0.59658235,0
208,1,1,3,0,1,punch,Scott,tank,What does Scott believe the tank contains?,9.207057,-2.6054466,1.6879973,-1.5398535,-2.7150884,-1.0739149,-0.6533866,1.2964844,-0.8440014,0.12562425,1
209,0,1,1,1,-1,unknown,Greg,flute,What does Greg believe the flute contains?,-10.140856,-0.9508945,-0.6410185,-0.64517367,0.5424127,1.099171,0.61163586,-0.38563326,-0.460615,0.056244403,0
210,0,1,1,1,-1,unknown,John,flute,What does John believe the flute contains?,-10.480518,-5.02703,-0.86247486,-0.08337322,0.176521,-1.0979403,0.28653887,1.6034838,0.42051983,0.16423643,0
211,0,1,1,1,-1,unknown,Uma,pint,What does Uma believe the pint contains?,4.388888,4.091485,6.4051347,0.03641865,5.207161,0.18784359,1.7465308,-1.2823504,2.571394,-1.21654,1
212,0,1,1,1,-1,unknown,Keith,quart,What does Keith believe the quart contains?,7.941646,3.5698516,1.8576266,1.2514704,2.7812397,-5.1964974,2.3459334,-3.6253476,-3.596297,-0.92579573,1
213,1,0,2,1,-1,unknown,Ray,jug,What does Ray believe the jug contains?,-8.067225,3.277307,-0.25353777,-0.40887374,-1.6846802,0.43249196,-1.1416063,-1.3493913,-0.075851694,-0.36922696,0
214,1,0,2,1,-1,unknown,Luke,tank,What does Luke believe the tank contains?,-7.2821813,1.8913964,-0.018868096,-0.4265814,0.6100908,0.74461764,-1.2895831,-2.613963,1.4248954,1.0408273,0
215,0,1,1,1,-1,unknown,Sam,pitcher,What does Sam believe the pitcher contains?,-10.889489,-4.9560513,-0.29843634,0.09893473,0.31341335,-0.86740154,0.9418708,0.42689687,0.47801253,0.95535547,0
216,1,1,3,0,1,float,Ian,bottle,What does Ian believe the bottle contains?,8.004316,-2.4407098,5.0697203,-0.7812398,-7.319251,-1.3939426,-2.2607672,0.24861906,2.0096426,4.914108,1
217,1,1,3,0,1,coffee,Fred,flask,What does Fred believe the flask contains?,7.9809637,-0.13952163,0.034396227,-3.7178237,-2.0582418,2.4566872,-1.1716677,1.2935249,-0.9137098,2.795433,1
218,0,0,0,0,0,monster,Nancy,flask,What does Nancy believe the flask contains?,7.8777637,-2.7066894,-0.23971155,2.720819,-2.7339036,-1.5209607,-3.4773493,0.83876246,0.78068537,-6.977793,1
219,1,1,3,0,1,stout,Eric,can,What does Eric believe the can contains?,8.733568,1.8465505,-0.018728562,-1.8550376,-6.0184007,-1.1619241,8.377813,1.0676324,5.107278,-2.5551353,1
220,0,1,1,1,-1,unknown,Eve,glass,What does Eve believe the glass contains?,-10.237101,-2.0545204,0.4880241,-0.60491234,1.740448,0.35214806,0.33401504,-1.7597901,-1.3739651,-0.66089493,0
221,1,1,3,0,1,wine,Keith,tun,What does Keith believe the tun contains?,7.748934,1.7379465,-2.698905,-8.122819,2.013574,-4.7914286,-1.4354573,3.823162,1.9880826,-0.5203994,1
222,0,1,1,1,-1,unknown,Josh,horn,What does Josh believe the horn contains?,-10.094132,-4.269325,0.26881784,0.47925338,0.51552796,-0.7023741,0.5219885,0.81051636,0.6144483,-0.77160156,0
223,1,0,2,1,-1,unknown,Peter,bottle,What does Peter believe the bottle contains?,-7.84163,3.4147115,-1.1525258,0.8711856,-1.2260768,2.116585,0.25761774,2.5951953,-0.13465671,0.027038837,0
224,1,1,3,0,1,soda,Karen,dispenser,What does Karen believe the dispenser contains?,7.117904,-2.691313,3.9210753,-2.8625693,0.46648404,1.3627411,0.09779206,-1.2511553,-0.49885076,-0.30105838,1
225,0,1,1,1,-1,unknown,Rob,jar,What does Rob believe the jar contains?,-10.872225,-4.8948746,-1.2312751,0.25517598,1.5562787,-0.65836644,1.0773462,-0.08395943,-0.028725244,1.4111177,0
226,0,0,0,0,0,rum,Pete,flask,What does Pete believe the flask contains?,8.681264,-0.22595301,-3.3246424,1.268529,0.22556844,-2.9094112,0.045083538,-3.7578154,-2.5685768,-2.9176917,1
227,1,0,2,1,-1,unknown,Charlie,tote,What does Charlie believe the tote contains?,-8.926424,2.047724,-0.66012985,0.47055236,-0.55761003,1.2415962,-1.0372196,-0.19441019,0.124967135,0.30232635,0
228,1,1,3,0,1,soda,Keith,bottle,What does Keith believe the bottle contains?,8.352137,-1.2145079,3.9111843,-2.5055928,0.053761326,1.3556756,-0.6098531,-1.2582384,0.8203792,0.7769805,1
229,0,0,0,0,0,port,Dean,quart,What does Dean believe the quart contains?,6.509005,-0.88622254,-1.5321497,2.2791138,-0.6578412,-2.158641,-0.25727826,2.3769403,-1.2497636,1.0428478,1
230,0,1,1,1,-1,unknown,Doug,vat,What does Doug believe the vat contains?,-9.838861,-4.2415147,-1.193658,0.080606386,-0.1726043,-0.40646216,0.218891,-0.76605403,-0.3246963,0.56866896,0
231,0,1,1,1,-1,unknown,Lily,horn,What does Lily believe the horn contains?,-8.741975,-0.11503121,0.9432033,0.13954145,2.0234466,-0.90012515,1.3093667,0.60042065,-1.1412653,-0.24087419,0
232,0,1,1,1,-1,unknown,Sara,bottle,What does Sara believe the bottle contains?,-7.408836,1.4564935,1.5003299,-0.7301736,0.3493303,-0.28840616,2.6239896,0.85491985,1.9138479,-2.5294843,0
233,0,1,1,1,-1,unknown,Rachel,tank,What does Rachel believe the tank contains?,-9.080825,-2.508468,0.2757228,-0.20715198,0.3435434,1.4397743,2.0960705,1.2465279,1.1400671,-2.1560166,0
234,1,0,2,1,-1,unknown,Jack,container,What does Jack believe the container contains?,-6.4989243,3.3977745,3.5428796,-2.4695718,0.8490056,-0.43016624,-0.0041750367,-1.4710089,1.4745667,-0.42543626,0
235,1,1,3,0,1,champagne,Anna,jug,What does Anna believe the jug contains?,9.2970495,-0.011446306,-0.92216927,-0.054951534,-2.0278165,6.032249,2.5710335,4.594005,-3.1522179,-1.9744539,1
236,1,1,3,0,1,coffee,Lily,cup,What does Lily believe the cup contains?,6.955315,2.2083402,0.9796082,-3.1869047,-0.8172382,4.9874716,-3.3910968,1.0685279,-1.7041203,-0.2955238,1
237,1,1,3,0,1,beer,Lee,pint,What does Lee believe the pint contains?,3.8608513,1.0265191,-0.9070649,-5.645499,1.8547506,2.709872,3.3069947,-2.097935,0.2910156,2.4436848,1
238,1,1,3,0,1,juice,Will,horn,What does Will believe the horn contains?,7.4401336,-2.0694149,-0.46658695,-1.7028635,-0.12105336,-0.41416532,-1.3754323,-0.6785359,0.19879146,0.07379878,1
239,0,1,1,1,-1,unknown,Peter,can,What does Peter believe the can contains?,-9.148311,-1.7196232,0.7094911,-0.4067391,1.4648887,0.2825813,1.048313,-0.2359098,0.989347,0.85310936,0
240,0,1,1,1,-1,unknown,Eric,flask,What does Eric believe the flask contains?,-10.457237,-5.1259356,-1.7590182,-0.4667051,1.7991973,0.8992205,0.6947799,-0.029137932,0.97595465,0.5810074,0
241,1,0,2,1,-1,unknown,Rick,flask,What does Rick believe the flask contains?,-8.324887,1.131462,0.52706355,0.6694721,-1.8061534,-1.628603,-1.8083749,0.3122254,-0.28433183,0.26770377,0
242,1,1,3,0,1,cocktail,Jeff,urn,What does Jeff believe the urn contains?,7.0866766,-3.0103927,2.7980955,0.5816909,-3.7748554,-1.7901298,-0.30422652,3.3368883,-1.8978648,3.6400652,1
243,1,1,3,0,1,stout,Steve,mug,What does Steve believe the mug contains?,8.851852,1.6578144,-1.6016505,-1.967655,-5.893846,0.30033726,5.6389585,0.092726946,4.6995044,-4.19092,1
244,1,0,2,1,-1,unknown,Julia,pitcher,What does Julia believe the pitcher contains?,-7.691024,4.016236,0.35323483,0.49206966,-1.8346224,1.387813,-1.3198695,-1.2697734,-0.115800455,-0.7423676,0
245,0,0,0,0,0,cocktail,Cathy,bottle,What does Cathy believe the bottle contains?,9.601718,0.6330435,4.3028,1.72245,2.141871,2.0213287,-2.298394,4.0089154,-0.8442456,-1.3993547,1
246,0,1,1,1,-1,unknown,Jim,container,What does Jim believe the container contains?,5.6446643,6.104308,8.773047,2.9168925,5.7477975,-2.8650732,2.200855,0.41413164,-0.6605054,4.23885,1
247,0,0,0,0,0,wine,Adam,container,What does Adam believe the container contains?,8.858832,5.34093,-3.3569098,-3.4166334,5.250655,-6.2326717,-2.543274,4.256909,2.7703469,-0.40181726,1
248,1,1,3,0,1,gin,Sarah,tank,What does Sarah believe the tank contains?,10.046058,0.71051985,-1.2566192,1.3562802,0.08032457,-3.4814115,1.6465002,-2.0827925,-5.9316487,-0.6629043,1
249,0,0,0,0,0,coffee,David,flask,What does David believe the flask contains?,8.08352,0.8302484,-3.5233977,0.98319036,0.9277661,2.5661538,-2.4639776,0.027531631,1.5672383,2.3494956,1
250,1,0,2,1,-1,unknown,Mike,urn,What does Mike believe the urn contains?,-7.2859774,6.036414,-1.2672434,1.0498323,-1.8000025,-0.6996154,-0.715825,-0.58366203,-0.2782871,1.008555,0
251,0,1,1,1,-1,unknown,Eve,container,What does Eve believe the container contains?,5.05434,5.839763,7.0281363,1.9146907,6.384125,-0.19820124,1.5127529,0.12667367,1.765113,0.4795962,1
252,1,0,2,1,-1,unknown,Dave,glass,What does Dave believe the glass contains?,-8.59461,3.8491592,0.43058994,0.2065613,-1.5313865,1.104188,-0.8178435,-1.1216868,0.74204886,-0.45871755,0
253,0,0,0,0,0,cocoa,Wayne,drum,What does Wayne believe the drum contains?,7.269416,0.13546072,-0.11320388,4.1743193,2.300984,-1.7289941,-1.7162865,2.2959368,-3.686791,2.5133166,1
254,1,0,2,1,-1,unknown,John,horn,What does John believe the horn contains?,-7.4699144,1.7751871,0.449458,1.0950766,-2.130884,-1.94638,-1.6548691,0.6996869,0.07041294,-2.2758086,0
255,1,0,2,1,-1,unknown,Olivia,container,What does Olivia believe the container contains?,-6.655999,3.730828,2.3657925,-0.7003884,1.2169523,0.67170817,-0.080834694,0.79926026,-1.2681006,-0.12499043,0
256,1,0,2,1,-1,unknown,Eve,container,What does Eve believe the container contains?,-1.231471,5.122085,4.665924,-2.8899658,3.1094077,0.98135597,1.2093849,-0.7898351,0.9766267,-1.1914008,0
257,0,1,1,1,-1,unknown,Neil,flask,What does Neil believe the flask contains?,-10.266283,-4.2252574,-0.74183404,0.20408806,0.931497,1.2121669,1.2221794,0.8705903,0.9983568,0.5314872,0
258,1,0,2,1,-1,unknown,Alice,mug,What does Alice believe the mug contains?,-9.0967245,3.2029939,-0.8014294,0.49679235,-0.87448895,2.672059,-0.52140695,0.6409134,-0.33628052,-0.009077242,0
259,0,0,0,0,0,tea,Matt,tote,What does Matt believe the tote contains?,7.984224,0.2749523,0.3785147,2.4897509,1.8916816,-0.5927695,-3.1796882,-1.8770145,-0.23321933,1.4345437,1
260,0,0,0,0,0,champagne,Gary,tote,What does Gary believe the tote contains?,8.441697,1.4033127,-2.7814245,5.2095327,0.88708043,2.5413694,1.754073,5.6052713,-0.9734543,0.038908675,1
261,0,1,1,1,-1,unknown,Diane,drum,What does Diane believe the drum contains?,-8.46737,-0.4794009,0.09280473,-0.66679025,0.068669796,-0.26505527,2.514561,0.93905616,0.69491804,-2.422433,0
