subspace,experiment,anchor_layer,rank,dcm_full_iia,dcm_sub_iia,dcm_complement_iia,dcm_path,basis_path
payload_lamb0p1,answer_lookback-payload,44,26,0.975,0.85,0.0,/vol/results/full_dcm_svd_n80_lr0p1_payload_lamb0p1/lamb_0p1/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/payload/44.json,/vol/svd_snapshots/svd_n80/answer_lookback-payload/causalToM/last_token/singular_vecs/44.pt
payload_lamb0p1,answer_lookback-payload,46,32,1.0,0.95,0.0,/vol/results/full_dcm_svd_n80_lr0p1_payload_lamb0p1/lamb_0p1/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/payload/46.json,/vol/svd_snapshots/svd_n80/answer_lookback-payload/causalToM/last_token/singular_vecs/46.pt
payload_lamb0p1,answer_lookback-payload,47,38,1.0,0.6125,0.0125,/vol/results/full_dcm_svd_n80_lr0p1_payload_lamb0p1/lamb_0p1/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/payload/47.json,/vol/svd_snapshots/svd_n80/answer_lookback-payload/causalToM/last_token/singular_vecs/47.pt
pointer_lamb0p2,answer_lookback-pointer,0,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/0.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/0.pt
pointer_lamb0p2,answer_lookback-pointer,2,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/2.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/2.pt
pointer_lamb0p2,answer_lookback-pointer,4,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/4.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/4.pt
pointer_lamb0p2,answer_lookback-pointer,6,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/6.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/6.pt
pointer_lamb0p2,answer_lookback-pointer,8,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/8.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/8.pt
pointer_lamb0p2,answer_lookback-pointer,10,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/10.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/10.pt
pointer_lamb0p2,answer_lookback-pointer,12,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/12.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/12.pt
pointer_lamb0p2,answer_lookback-pointer,14,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/14.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/14.pt
pointer_lamb0p2,answer_lookback-pointer,16,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/16.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/16.pt
pointer_lamb0p2,answer_lookback-pointer,18,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/18.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/18.pt
pointer_lamb0p2,answer_lookback-pointer,20,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/20.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/20.pt
pointer_lamb0p2,answer_lookback-pointer,22,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/22.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/22.pt
pointer_lamb0p2,answer_lookback-pointer,24,0,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/24.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/24.pt
pointer_lamb0p2,answer_lookback-pointer,26,1,0.0,0.0,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/26.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/26.pt
pointer_lamb0p2,answer_lookback-pointer,28,1,0.0,0.0125,0.0125,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/28.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/28.pt
pointer_lamb0p2,answer_lookback-pointer,30,3,0.4,0.4125,0.0125,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/30.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/30.pt
pointer_lamb0p2,answer_lookback-pointer,32,2,0.9875,0.9625,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/32.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/32.pt
pointer_lamb0p2,answer_lookback-pointer,34,2,0.9875,0.9625,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/34.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/34.pt
pointer_lamb0p2,answer_lookback-pointer,36,10,0.9,0.5,0.0125,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/36.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/36.pt
pointer_lamb0p2,answer_lookback-pointer,38,11,0.375,0.1875,0.0125,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/38.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/38.pt
pointer_lamb0p2,answer_lookback-pointer,40,9,0.2,0.1125,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/40.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/40.pt
pointer_lamb0p2,answer_lookback-pointer,42,9,0.0125,0.0125,0.0125,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/42.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/42.pt
pointer_lamb0p2,answer_lookback-pointer,44,7,0.0,0.0,0.0125,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/44.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/44.pt
pointer_lamb0p2,answer_lookback-pointer,46,7,0.0,0.0125,0.0,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/46.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/46.pt
pointer_lamb0p2,answer_lookback-pointer,47,6,0.0,0.0,0.0125,/vol/results/full_dcm_svd_n80_lr0p1_pointer_lamb0p2/lamb_0p2/causalToM_novis/Qwen2.5-14B-Instruct/answer_lookback/pointer/47.json,/vol/svd_snapshots/svd_n80/answer_lookback-pointer/causalToM/last_token/singular_vecs/47.pt
