sample_idx,char_idx,obj_idx,query_pair,is_unknown,state_idx,target_state,queried_character,queried_object,question,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,cluster
12,1,1,3,0,1,stout,David,pint,What does David believe the pint contains?,7.462859,0.40699822,-0.0856933,3.58719,2.5354407,-7.4933815,2.137814,3.1776624,3.1896276,2.6172655,1
13,1,1,3,0,1,wine,Zoe,can,What does Zoe believe the can contains?,9.344107,10.077938,0.72558135,-2.8420646,8.158131,2.6367805,-0.92866904,4.0502057,-2.2775893,-5.0904827,1
14,1,0,2,1,-1,unknown,Rose,quart,What does Rose believe the quart contains?,-8.31434,-0.2501464,-5.48381,-2.2444496,-0.09843293,0.6058987,-1.6480559,3.5700004,-0.8349081,2.9734697,0
15,1,0,2,1,-1,unknown,Lee,glass,What does Lee believe the glass contains?,-9.500897,0.92587197,-2.0828018,0.0825209,0.4421901,-0.45576045,0.20755064,1.2192447,2.3518658,0.9563885,0
16,0,0,0,0,0,monster,Jean,tote,What does Jean believe the tote contains?,6.35346,-8.356308,5.295911,-4.431169,-6.8117385,-1.436283,-5.646275,6.2100925,-1.8536392,-6.2725964,1
17,1,0,2,1,-1,unknown,Fred,can,What does Fred believe the can contains?,-5.658099,3.5045784,-6.5584617,-3.074669,2.2135806,-2.7367241,-0.5003768,2.0927718,0.7678024,2.6540668,0
18,0,1,1,1,-1,unknown,Zoe,vat,What does Zoe believe the vat contains?,-10.856303,-0.3710344,7.3174458,0.6037274,-0.44028142,2.9197862,-1.6929115,-0.21936892,1.1045791,-2.0936632,0
19,0,0,0,0,0,soda,Charlie,tote,What does Charlie believe the tote contains?,8.238872,-3.7503695,-0.2618254,-2.000312,-2.4808004,5.9314575,-1.2217379,-0.32700732,-0.99624157,6.0979834,1
20,1,0,2,1,-1,unknown,James,dispenser,What does James believe the dispenser contains?,-8.37504,2.4564774,-1.7042207,-1.1325976,0.23141953,-1.9460598,-0.76221824,1.3010473,1.2889477,2.3980172,0
21,0,0,0,0,0,tea,Pam,drum,What does Pam believe the drum contains?,7.3246107,0.18806429,1.6433753,-3.1881232,-1.2211223,4.832793,-2.8914878,-2.7583573,3.2650938,1.0611031,1
22,1,0,2,1,-1,unknown,Mary,dispenser,What does Mary believe the dispenser contains?,-9.1422415,1.3476328,-1.0589609,-1.1710608,-1.3989482,1.7457469,-1.1304871,1.5733457,0.122967154,0.17048517,0
23,1,1,3,0,1,ale,Jane,flask,What does Jane believe the flask contains?,8.519534,0.6249623,1.5687419,0.41763905,5.690076,-2.4068148,3.7721236,-4.6534705,6.232122,-1.5803272,1
24,1,0,2,1,-1,unknown,Tina,glass,What does Tina believe the glass contains?,-8.014234,5.315193,-5.931437,-3.3562417,0.91220087,0.74682295,-1.5966436,2.9108555,-1.8066562,-0.6904812,0
25,0,0,0,0,0,wine,Heidi,bottle,What does Heidi believe the bottle contains?,10.492243,10.949938,-0.1383015,-7.4509797,0.7805236,4.692078,-0.640117,4.5309772,-0.4965434,-3.2870483,1
26,0,1,1,1,-1,unknown,Sean,pint,What does Sean believe the pint contains?,-8.931929,-0.80479956,-0.9405682,-0.34189045,0.11366402,-0.27454543,-0.93823594,0.6498917,0.41688922,-0.2584553,0
27,1,0,2,1,-1,unknown,Ray,jug,What does Ray believe the jug contains?,-10.050413,-1.0591656,-0.5243835,-1.3178494,-0.127094,0.43670255,0.23466173,1.5572879,-0.24333286,3.253072,0
28,1,1,3,0,1,ale,Lily,jug,What does Lily believe the jug contains?,1.2779759,1.7373651,-6.588098,-0.039748315,6.6693296,-0.3122123,2.5601313,-4.299869,2.0678806,-1.9415829,1
29,0,0,0,0,0,ale,Tim,urn,What does Tim believe the urn contains?,6.908469,-0.76517373,1.9799287,-4.648549,-1.283704,-1.3899567,6.1244655,-7.4886646,8.306293,0.29988697,1
30,0,1,1,1,-1,unknown,Rose,glass,What does Rose believe the glass contains?,-3.4789875,3.974509,-6.5466356,-1.2215582,5.5888615,5.397774,-0.20357533,-0.5049088,-1.6005778,-2.3934724,0
31,0,1,1,1,-1,unknown,Rachel,can,What does Rachel believe the can contains?,-11.1393,2.4464872,5.4891634,-0.055565946,1.8392234,2.6628227,-0.691993,-0.4716154,-1.3317318,-1.8583539,0
32,0,0,0,0,0,water,Eve,cup,What does Eve believe the cup contains?,6.7977324,3.238263,0.5679582,-4.740082,-1.3620751,1.5572668,-3.0437398,2.889276,2.5928607,2.452102,1
33,0,1,1,1,-1,unknown,Ian,jug,What does Ian believe the jug contains?,-9.793228,-0.7089915,1.6037138,-0.7502223,1.1455803,1.5559682,0.2932482,-1.6528572,-0.6779245,-0.5759668,0
34,1,0,2,1,-1,unknown,Jean,can,What does Jean believe the can contains?,-8.334049,0.5472866,-3.1591954,-4.252395,-0.16710174,-1.8808616,0.105791636,0.4813963,-0.10940294,1.0150064,0
35,0,1,1,1,-1,unknown,Megan,cup,What does Megan believe the cup contains?,-10.089571,0.27552143,3.0007424,0.6962699,0.061071362,0.16503274,-0.3983639,-0.6101253,-2.4746215,1.9613787,0
36,0,0,0,0,0,monster,Pam,drum,What does Pam believe the drum contains?,7.235982,-7.7998643,5.67061,-4.9550786,-5.2366424,-1.0315595,-6.070929,6.3010173,-1.3456322,-6.565214,1
37,1,0,2,1,-1,unknown,Donna,tote,What does Donna believe the tote contains?,-8.39158,2.2971478,-4.3563466,-1.9256824,-1.1155045,-2.2949243,0.60310715,0.17173494,1.3442781,0.27771693,0
38,0,1,1,1,-1,unknown,Mark,tote,What does Mark believe the tote contains?,-11.358513,-1.1999476,6.3326607,-0.2557015,0.3564144,0.64221996,-0.6691908,-1.1920573,0.20560873,0.07093398,0
39,0,1,1,1,-1,unknown,Mary,vat,What does Mary believe the vat contains?,-10.915862,1.6366007,4.860831,1.3417377,-0.7845158,0.5946748,3.0176032,-0.23404683,-2.6591275,-2.6291106,0
40,1,1,3,0,1,stout,Oscar,flute,What does Oscar believe the flute contains?,7.1520348,-0.09379258,2.2830758,4.397021,2.7527876,-5.2067184,0.01031665,3.5030699,2.9789262,3.3440788,1
41,0,0,0,0,0,cocoa,Olivia,mug,What does Olivia believe the mug contains?,7.717504,0.92741925,-0.86912394,2.1965868,-5.526121,1.0554093,-7.9113984,-7.561884,-5.1223397,2.5358922,1
42,0,0,0,0,0,soda,Fred,vat,What does Fred believe the vat contains?,8.661247,-2.296714,-0.213435,-3.3728554,-1.709482,3.888422,0.4043259,1.2602959,-0.5308703,7.5213923,1
43,1,0,2,1,-1,unknown,Alice,pitcher,What does Alice believe the pitcher contains?,-8.119287,2.8764484,-2.176397,-1.3136584,-1.3447481,-2.8360596,-1.3747476,2.1909244,-2.4728055,4.0275993,0
44,0,0,0,0,0,soda,Ken,flask,What does Ken believe the flask contains?,8.958763,-1.7844259,-0.8766251,-3.069221,-2.3092518,3.7570527,1.637883,2.083987,-1.5460893,8.471806,1
45,0,1,1,1,-1,unknown,Will,can,What does Will believe the can contains?,-11.387162,-1.774507,6.24786,-1.2056503,1.2225261,0.71250594,1.7065783,-1.9086559,1.2307504,-1.2284571,0
46,1,0,2,1,-1,unknown,Dan,container,What does Dan believe the container contains?,0.43361455,-12.333867,-3.8597915,3.9522736,3.9114234,3.4347482,4.295901,4.237241,-4.562722,-2.1336577,1
47,1,0,2,1,-1,unknown,Charlie,tun,What does Charlie believe the tun contains?,-7.5652933,2.027074,-5.7094636,-1.7264228,-0.99899477,-2.7098465,-3.0528147,1.7115107,-0.6555699,1.5216279,0
48,1,0,2,1,-1,unknown,Oscar,pitcher,What does Oscar believe the pitcher contains?,-8.791197,2.2559507,-0.881949,-0.8558222,-1.4854479,-2.4803033,-0.83790195,1.917813,-2.543505,4.1585493,0
49,0,1,1,1,-1,unknown,Pete,tank,What does Pete believe the tank contains?,-11.394888,-0.05686057,5.9360886,0.13587134,0.6758702,0.5755963,-0.08575507,-1.2586828,0.15109384,0.12980488,0
50,0,0,0,0,0,milk,Cathy,flask,What does Cathy believe the flask contains?,8.743874,1.6948668,0.83891094,-4.2450986,-1.709837,2.361515,-6.835473,0.27876782,-1.3790252,1.9575684,1
51,0,0,0,0,0,espresso,Ken,quart,What does Ken believe the quart contains?,8.471934,-0.2439277,-1.3691307,0.31806412,-4.3120527,-1.7168046,0.9516527,-3.2638316,5.2044983,5.6136723,1
52,1,1,3,0,1,juice,Julia,tun,What does Julia believe the tun contains?,10.290329,1.0420444,0.73615754,0.15350045,4.0241637,8.169497,-2.0050266,1.7129245,2.5694075,-2.476651,1
53,0,1,1,1,-1,unknown,Julia,can,What does Julia believe the can contains?,-11.253426,-1.0541935,6.3846006,1.7095295,-0.1623548,1.7878016,-0.9505049,-1.5714926,2.0272598,-1.4685134,0
54,1,0,2,1,-1,unknown,Lily,bottle,What does Lily believe the bottle contains?,-8.818072,1.8331618,-3.9486942,0.3490558,-1.9067163,-0.5866875,-4.4665275,-1.306907,-2.7868226,0.99154097,0
55,0,1,1,1,-1,unknown,Dave,horn,What does Dave believe the horn contains?,-11.222852,1.4517372,4.634097,0.6593236,-0.9893173,-0.085304365,4.537805,-1.0370991,-1.7932868,-2.3041754,0
56,1,0,2,1,-1,unknown,Lisa,vat,What does Lisa believe the vat contains?,-9.129586,1.4627906,-2.4884756,-1.1991718,-0.29564038,-1.6302112,0.35483208,-0.3742382,1.4419706,1.5462217,0
57,0,1,1,1,-1,unknown,Pete,drum,What does Pete believe the drum contains?,-11.49686,0.96004766,5.28897,-0.76554734,0.4772854,-0.38358974,1.271627,-0.6943283,-1.33006,-0.4379087,0
58,0,1,1,1,-1,unknown,Kim,tun,What does Kim believe the tun contains?,-10.747746,-3.1799881,6.0208693,0.45244157,0.015620906,-0.047790628,-1.4472414,1.2033068,0.32100457,-1.9808581,0
59,0,0,0,0,0,porter,Max,can,What does Max believe the can contains?,7.857586,-2.9701672,0.10931872,-0.24320324,-6.531793,-5.447121,1.3165019,-2.5893276,5.1453605,-0.25898495,1
60,0,1,1,1,-1,unknown,Wayne,pint,What does Wayne believe the pint contains?,-8.91382,-0.49998802,0.5632514,1.2605693,-0.35339138,-0.07369114,1.5692635,-0.09008186,1.9192685,-1.2817199,0
61,1,0,2,1,-1,unknown,John,tun,What does John believe the tun contains?,-9.658723,-0.170532,-1.3178887,-0.38883236,-1.4153262,-0.6353409,0.50483644,-0.40756643,1.1990657,-0.878934,0
62,1,1,3,0,1,port,Phil,pitcher,What does Phil believe the pitcher contains?,6.6996717,-0.6046126,2.4816782,2.5997632,3.4175253,-7.163028,0.21376865,-2.4310048,1.4515961,-3.5204163,1
63,1,1,3,0,1,espresso,Dean,container,What does Dean believe the container contains?,3.5769975,-0.9064848,-5.6290984,5.0076857,4.918656,-1.5690712,0.90995693,-3.5489702,1.3181096,1.7638792,1
64,0,1,1,1,-1,unknown,Jeff,vat,What does Jeff believe the vat contains?,-10.129732,-3.1915367,5.3200607,2.1478941,1.3383082,4.584408,2.6368794,0.4770153,0.48635036,0.36653823,0
65,0,1,1,1,-1,unknown,Keith,tote,What does Keith believe the tote contains?,-10.210414,1.5407445,1.8026177,4.0010443,-1.4292754,2.3382528,0.7095349,-0.5643921,0.33019117,-0.99460846,0
66,1,0,2,1,-1,unknown,Anna,flute,What does Anna believe the flute contains?,-7.212821,2.6983218,-4.8668165,-2.6539698,-1.5119615,-1.2125741,-2.8120756,2.1976452,-0.6554871,1.9224726,0
67,1,1,3,0,1,porter,Phil,drum,What does Phil believe the drum contains?,6.860057,-1.3858724,-1.3798587,5.4110637,2.5951173,-7.323773,1.7389073,-2.3296297,4.01972,-1.7833841,1
68,0,0,0,0,0,beer,Rose,flute,What does Rose believe the flute contains?,9.329493,4.76942,2.957476,-3.6873522,0.5265045,1.4979533,-1.8027359,2.2785933,5.4134874,4.8987393,1
69,0,0,0,0,0,milk,Julia,vat,What does Julia believe the vat contains?,7.988371,1.7042484,4.5207415,-5.0469117,-1.9463005,2.5299897,-5.8537893,0.5400491,-0.6433347,3.0451322,1
70,1,1,3,0,1,float,Rachel,vat,What does Rachel believe the vat contains?,4.0934544,-7.1937075,0.7614869,2.8469856,4.4215226,-5.3435473,-4.2584143,-1.8845116,2.2625954,-4.565373,1
71,0,1,1,1,-1,unknown,Rob,tun,What does Rob believe the tun contains?,-10.943751,-0.6968765,6.0469413,1.0756228,0.70792615,0.44351816,0.14214823,-2.5450473,-2.3497002,1.8557363,0
72,0,1,1,1,-1,unknown,Tina,can,What does Tina believe the can contains?,-9.859935,-5.436522,3.8569574,2.5346663,0.720579,4.130863,1.1678158,3.2265913,-1.6222795,-0.7014919,0
73,1,0,2,1,-1,unknown,Frank,flask,What does Frank believe the flask contains?,-6.8168077,3.3930075,-7.1551533,-3.118608,-2.3264804,-5.3368745,3.414302,2.8093398,-3.0332608,-0.5727399,0
74,0,0,0,0,0,porter,Rachel,bottle,What does Rachel believe the bottle contains?,8.055783,-2.420454,-1.3810458,-0.50188905,-6.457881,-3.3547475,-0.864866,-2.5377545,4.82933,-1.7822263,1
75,0,0,0,0,0,cocoa,Phil,pint,What does Phil believe the pint contains?,7.9362955,-0.035537604,0.49787974,1.9240276,-4.9986424,1.2898334,-5.3726635,-9.251635,-5.1219935,2.298184,1
76,1,0,2,1,-1,unknown,Jean,drum,What does Jean believe the drum contains?,-6.119603,0.31610164,-5.5928493,-1.6126031,-0.61046636,-2.597345,-1.0422486,-0.22068301,1.1697317,-1.0644048,0
77,0,1,1,1,-1,unknown,Amy,tun,What does Amy believe the tun contains?,-11.670856,-0.7636679,6.791172,1.1146425,0.32117024,0.33593312,-0.578548,-1.1791977,-0.76959264,0.071111195,0
78,1,1,3,0,1,punch,Gwen,dispenser,What does Gwen believe the dispenser contains?,8.016883,-2.9149435,-3.0104609,2.6766808,2.7364326,1.4596232,0.3982256,-1.4514248,-0.51394475,-3.4584029,1
79,0,1,1,1,-1,unknown,Greg,flute,What does Greg believe the flute contains?,-10.09188,0.016023712,6.1153016,0.53761464,0.21478091,-0.63551587,1.7009771,-0.49609393,-2.0533526,1.8815362,0
80,0,1,1,1,-1,unknown,Heidi,mug,What does Heidi believe the mug contains?,-10.548104,0.21269532,2.3988464,1.6279919,0.7064263,0.75495845,-0.4190714,-0.8160339,1.5298376,0.8930101,0
81,1,1,3,0,1,coffee,Lee,horn,What does Lee believe the horn contains?,6.652134,3.3283691,0.033691566,5.607224,4.4771314,-1.1620572,-4.5150237,-0.114165455,2.2727423,0.93323475,1
82,0,1,1,1,-1,unknown,Kevin,can,What does Kevin believe the can contains?,-11.325998,-0.35056645,4.6389384,0.050411105,-0.03145709,0.3880431,3.0950885,-1.9451356,-1.0959443,-0.41496947,0
83,0,0,0,0,0,cocktail,Jake,tank,What does Jake believe the tank contains?,8.149584,-2.7163107,0.5484997,-0.7390447,-5.125218,4.042263,-0.5875096,-4.2325745,0.46489105,-2.0372534,1
84,0,0,0,0,0,water,Jane,bottle,What does Jane believe the bottle contains?,7.5622525,3.194011,-0.56623274,-4.1275077,-2.3080015,1.1135992,-3.9968548,3.6492765,2.2249491,1.3525773,1
85,1,1,3,0,1,cocoa,Lily,drum,What does Lily believe the drum contains?,9.213341,1.1759651,-2.0891407,5.7566504,2.0043998,-1.9577552,-8.177017,-8.108019,-8.471812,-0.99115103,1
86,0,0,0,0,0,juice,Gary,tote,What does Gary believe the tote contains?,8.776119,0.07331683,1.2998326,-5.4336543,-3.5337868,8.987807,0.7329688,0.26076466,3.1643984,-1.7833543,1
87,0,0,0,0,0,porter,John,horn,What does John believe the horn contains?,7.743938,-2.7480774,0.9986375,-0.21729197,-6.850068,-3.7444046,1.017658,-3.8602817,5.244598,-0.9333155,1
88,0,1,1,1,-1,unknown,Ivy,tote,What does Ivy believe the tote contains?,-11.564063,0.2440481,6.69365,1.0778236,1.0862744,1.9300846,-1.0725871,-1.6007214,0.775555,0.17373417,0
89,1,0,2,1,-1,unknown,Tim,quart,What does Tim believe the quart contains?,-7.601805,-2.3517008,-1.9894705,-2.2342165,-1.6893966,-4.3945045,-3.6298864,5.181998,0.036307145,-1.0101922,0
90,1,0,2,1,-1,unknown,Ray,glass,What does Ray believe the glass contains?,-10.386166,0.3058193,-0.5222978,-0.47846437,-0.5193009,-0.42877492,-0.91398865,-0.26071522,1.2095531,0.48084024,0
91,1,1,3,0,1,bourbon,Mike,can,What does Mike believe the can contains?,7.686732,1.4739877,6.5251775,2.9551456,0.28599444,-6.071449,1.4610198,-0.49462405,-8.228805,5.236228,1
92,0,1,1,1,-1,unknown,Ruth,can,What does Ruth believe the can contains?,-10.323962,3.6023896,3.4922826,0.41776133,0.41842294,2.9405937,0.34754443,1.0624678,-0.56476176,-2.524734,0
93,1,1,3,0,1,ale,Chris,drum,What does Chris believe the drum contains?,6.722901,0.44599193,3.209493,1.4842781,3.2480917,-4.7191486,4.8345575,-6.521689,6.002971,-2.4650266,1
94,1,1,3,0,1,coffee,Ryan,pitcher,What does Ryan believe the pitcher contains?,6.9046564,0.9783339,-0.6659634,5.1458154,6.492486,-0.66778755,-2.3869665,-0.2255789,1.7750771,1.8568493,1
95,0,0,0,0,0,bourbon,Kevin,tote,What does Kevin believe the tote contains?,8.887159,0.6066994,5.015168,-3.1240933,-6.123101,-3.6835124,0.95988005,-0.78126353,-7.1947346,8.352091,1
96,1,1,3,0,1,wine,Greg,dispenser,What does Greg believe the dispenser contains?,6.610734,7.2409053,-0.24062984,-2.6351926,8.762432,1.711229,2.1873257,1.5026045,-4.380662,-4.0997114,1
97,1,0,2,1,-1,unknown,Steve,jar,What does Steve believe the jar contains?,-5.6638613,1.8972063,-7.3744802,-6.038195,0.14251055,-3.8197536,1.2427329,1.8771899,-0.864779,1.1802673,0
98,1,1,3,0,1,bourbon,Mary,quart,What does Mary believe the quart contains?,8.470676,1.9309034,6.263114,3.0922525,0.70505345,-3.110378,-0.33935195,2.271652,-9.460376,5.471668,1
99,1,1,3,0,1,cocoa,Eve,quart,What does Eve believe the quart contains?,6.197018,-0.2355303,2.2659893,6.092262,0.8450953,1.6178396,-8.164237,-9.324677,-6.8972683,0.096309125,1
100,0,0,0,0,0,champagne,Linda,glass,What does Linda believe the glass contains?,9.782576,8.300341,-0.2931252,10.449485,-11.938243,4.3589277,1.858474,2.0886006,2.1356034,-2.7616503,1
101,1,0,2,1,-1,unknown,Quinn,dispenser,What does Quinn believe the dispenser contains?,-8.216387,-0.46838987,-2.1651707,-1.0548785,-1.9115117,-3.1727433,-2.3803928,1.3965056,0.43934864,-1.4219344,0
102,0,0,0,0,0,juice,Megan,bottle,What does Megan believe the bottle contains?,8.86641,1.1750723,-2.4993377,-2.7470696,-1.1170081,10.773943,-0.028485069,0.40558904,3.206703,-1.5679547,1
103,0,1,1,1,-1,unknown,Liz,tank,What does Liz believe the tank contains?,-10.347261,-0.80312616,3.3621702,0.27730477,0.7426834,0.12039788,0.8440359,-2.234044,0.9732562,-1.2648106,0
104,1,0,2,1,-1,unknown,Beth,drum,What does Beth believe the drum contains?,-7.5580263,-3.7738047,-4.4981256,0.86608166,-0.52291244,1.4199798,1.2718971,4.41617,-1.6041752,3.0453234,0
105,1,0,2,1,-1,unknown,Linda,dispenser,What does Linda believe the dispenser contains?,-5.138792,1.885273,-6.9876976,-2.2233784,0.26798198,-0.45677906,-2.63345,0.2163774,0.4285807,1.2576069,0
106,1,0,2,1,-1,unknown,Matt,cup,What does Matt believe the cup contains?,-11.081697,-1.1329343,-0.15988897,-1.0026013,-0.52545875,0.22430992,0.57540274,1.0537919,-0.8678529,3.285846,0
107,1,1,3,0,1,wine,Neil,tun,What does Neil believe the tun contains?,6.9904466,7.2785425,1.4654529,-2.8802888,7.9293427,1.7992008,1.527082,1.3530475,-2.6140654,-5.3361926,1
108,0,0,0,0,0,rum,Jeff,drum,What does Jeff believe the drum contains?,8.671099,-1.885027,2.4001186,-9.864659,-1.4417818,-1.9173156,5.6999683,-4.692242,0.90136355,0.020960217,1
109,0,0,0,0,0,gin,Joe,container,What does Joe believe the container contains?,9.500476,0.9093233,-0.72827023,-7.2544637,-5.037265,-3.4350488,10.941536,-3.6893451,-6.7104635,-5.298121,1
110,1,1,3,0,1,water,Mike,mug,What does Mike believe the mug contains?,6.639604,1.659347,2.3223383,0.2515995,4.047382,-2.6887953,-2.5504048,3.1789763,1.0805452,2.8552816,1
111,1,1,3,0,1,wine,Sam,flask,What does Sam believe the flask contains?,11.004799,9.412838,1.099755,-3.498914,8.2386875,2.6764274,0.5510394,3.8299458,-2.6781096,-3.4447467,1
112,0,1,1,1,-1,unknown,Laura,bottle,What does Laura believe the bottle contains?,-9.278126,0.6817419,1.0839435,0.271748,0.65515953,-0.49520993,2.8151095,0.21946825,-2.0303695,-1.5235075,0
113,0,0,0,0,0,gin,Pete,bottle,What does Pete believe the bottle contains?,10.069665,2.9192646,0.82141703,-8.387772,-6.476462,-5.731296,11.432885,-1.512051,-6.2286158,-3.9747012,1
114,1,0,2,1,-1,unknown,Steve,flask,What does Steve believe the flask contains?,-8.362226,0.59324586,-3.2480772,-1.2807858,-1.6590317,-3.0466378,-0.10385558,0.4589289,1.262226,1.0163976,0
115,1,1,3,0,1,monster,Kyle,horn,What does Kyle believe the horn contains?,6.9735055,-9.135778,1.9672899,1.0866954,1.3374513,-5.018815,-4.029831,8.58881,-2.0935671,-5.719082,1
116,1,0,2,1,-1,unknown,Sam,cup,What does Sam believe the cup contains?,-10.396469,2.1148763,0.060256477,3.1509333,-2.550049,-0.31519616,-0.047822375,1.6385093,1.222678,-0.9820197,0
117,1,0,2,1,-1,unknown,Sean,drum,What does Sean believe the drum contains?,-6.4487367,2.2619379,-5.6758513,-1.8788483,-0.86965966,-3.0367496,0.16363911,2.880919,1.0105242,2.836767,0
118,1,1,3,0,1,stout,Jane,dispenser,What does Jane believe the dispenser contains?,5.7361083,-1.1385101,1.0333132,4.79566,2.3489356,-4.4062343,-0.23961146,1.9732263,2.3296134,0.3545028,1
119,1,1,3,0,1,sprite,Bill,dispenser,What does Bill believe the dispenser contains?,5.660677,-10.459148,-4.7804885,5.560975,6.0363455,4.0106072,5.788309,4.2969685,-2.9380815,2.2241712,1
120,1,1,3,0,1,espresso,James,pitcher,What does James believe the pitcher contains?,7.884746,1.2267171,0.95160145,6.889271,2.0616243,-4.1356454,0.59077746,-1.643698,3.809101,3.6943715,1
121,1,1,3,0,1,tea,Rose,cup,What does Rose believe the cup contains?,8.09203,2.5849743,0.9366659,0.6897339,6.04503,0.67582244,-5.219279,0.12700804,2.317998,0.6723388,1
122,1,1,3,0,1,ale,Pete,vat,What does Pete believe the vat contains?,7.394221,0.48170257,-0.83925486,0.23650718,5.6498837,-5.4998674,5.818562,-5.5304627,5.8372855,-1.9419293,1
123,1,0,2,1,-1,unknown,Megan,vat,What does Megan believe the vat contains?,-8.847979,-2.2606964,-1.3108767,-0.447276,-1.0397376,-1.7277834,-0.37163395,0.62821746,0.5591541,0.22003342,0
124,1,0,2,1,-1,unknown,Gwen,tank,What does Gwen believe the tank contains?,-6.7289996,1.3750049,-5.6409974,-5.335725,-0.6846167,-2.7984269,1.6331933,-0.09846504,-1.0290046,0.4364686,0
125,1,0,2,1,-1,unknown,Matt,tote,What does Matt believe the tote contains?,-7.820983,-0.8826048,-3.4615083,-0.9627308,-2.1480937,-3.6796799,-0.6101365,-0.69389653,2.0647128,-0.46253705,0
126,0,0,0,0,0,beer,Eve,mug,What does Eve believe the mug contains?,9.075863,5.1178193,2.3362272,-4.1466274,-0.4803201,1.2010679,-2.7209532,1.663853,4.378362,3.8132286,1
127,1,1,3,0,1,gin,Ben,vat,What does Ben believe the vat contains?,8.986442,1.8073776,1.7856483,-0.7534285,1.067267,-7.389797,9.834596,-1.8615398,-7.509883,-5.4434524,1
128,0,0,0,0,0,soda,Lily,urn,What does Lily believe the urn contains?,8.979418,-3.3555274,3.122044,-1.9379144,-1.0405108,8.092134,-2.3931236,-0.68806076,-1.23535,6.420944,1
129,0,1,1,1,-1,unknown,Donna,pint,What does Donna believe the pint contains?,5.551001,-7.5380826,-2.1934507,-2.7135518,-3.2933247,-1.216768,-1.9233084,4.5422597,-3.9924662,-7.6905475,1
130,0,1,1,1,-1,unknown,Greg,container,What does Greg believe the container contains?,4.250367,-4.3263254,-6.9834366,-2.388055,2.3726811,0.7215867,11.095616,-8.334321,3.5822086,-3.2492015,1
131,1,1,3,0,1,punch,Jack,pint,What does Jack believe the pint contains?,7.1590576,-2.3700988,3.280637,1.3954093,1.8501456,0.27733853,-1.2161198,-0.5721155,0.97952944,-2.020529,1
132,1,0,2,1,-1,unknown,Laura,bottle,What does Laura believe the bottle contains?,-9.178619,1.100378,-2.539461,-0.30922362,-1.8910486,-0.019605407,-0.9809652,0.8194741,-0.053627457,-0.87729436,0
133,0,1,1,1,-1,unknown,Olivia,horn,What does Olivia believe the horn contains?,-11.461105,0.092207834,4.426031,0.6792297,1.1177112,1.4720562,1.546384,-2.6568077,2.104862,-1.2879627,0
134,1,0,2,1,-1,unknown,Cathy,vat,What does Cathy believe the vat contains?,-8.495377,4.2521896,-2.8667274,3.8389995,-4.644687,-0.201131,-1.2326387,1.9633291,-0.09355843,-0.73400635,0
